College,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_Code,Private_Code,Apps_trans_scaled,Top10perc_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Accept_Rate_scaled,Private_Code_scaled
Gonzaga University,Yes,1886,1524,526,31,67,2523,296,13000,4450,600,2400,78.0,90,14.7,32,9553,69,0.14821943592968106,0.2568156141855737,0.17077005656752842,0.4211004096393092,0.30532818400495076,-0.0839254391149651,0.7117890945620292,0.450010288926062,1.4594485322311326,0.2568399159168297,0.6889187505729792,0.2081264905007414,3.4965075614664802,0.3202355442001494,0.8080593849416755,High,2,1,0.14821943592968084,0.42110040963930934,-0.08392543911496522,0.7117890945620288,0.45001028892606204,1.4594485322311348,0.2568399159168297,0.6889187505729791,0.20812649050074164,0.798574649047804,0.32023554420015277,0.4171053828605142,0.6130958528832952
Gordon College,Yes,674,565,282,25,54,1151,39,12200,4070,400,1200,73.0,82,14.2,32,9226,66,-0.8429709895700309,-0.7690884922211747,-0.514849781592803,0.07419384862799155,-0.5163355512229889,-1.2281560157966402,0.5379764844061541,-1.0374664620381557,-0.009909663407681455,-0.09419074137999063,0.01436886348154269,0.08321456089136182,3.4965075614664802,0.23422838642651672,0.8382789317507419,High,2,1,-0.8429709895700312,0.07419384862799165,-1.2281560157966405,0.5379764844061536,-1.0374664620381557,-0.009909663407679407,-0.09419074137999064,0.014368863481542581,0.08321456089136207,0.798574649047804,0.2342283864265201,0.6226650101363991,0.6130958528832952
Goshen College,Yes,440,396,221,26,51,910,166,9420,3730,600,1230,51.0,56,9.9,46,10270,72,-1.27631428410197,-1.1542781103621447,-0.80129487953372,0.13602341304359422,-0.7909228461521509,-0.4341300578220526,-0.13184388679565756,0.450010288926062,0.0411499532397308,-1.3662670254297997,-1.5285622016377773,-1.0731000870048981,3.8501476017100584,0.4938434186204779,0.9,Medium,1,1,-1.2763142841019703,0.13602341304359433,-0.4341300578220527,-0.13184388679565803,0.45001028892606204,0.04114995323973286,-1.3662670254297997,-1.5285622016377773,-1.073100087004898,1.3758789168619239,0.4938434186204813,1.0425045221101708,0.6130958528832952
Goucher College,Yes,1151,813,248,40,64,850,80,15588,6174,500,1200,78.0,90,9.2,34,16623,77,-0.318093783384389,-0.3845250410490177,-0.6644985700273629,0.8577720942126082,-0.8733110669433524,-0.8484896419500415,1.2300571392889932,-0.22842386689854197,-0.009909663407681455,0.2568399159168297,0.6889187505729792,-1.2786083915816426,3.5553480614894135,1.4908821091998292,0.7063423110338836,High,2,1,-0.31809378338438926,0.8577720942126084,-0.8484896419500416,1.2300571392889927,-0.22842386689854194,-0.009909663407679407,0.2568399159168297,0.6889187505729791,-1.2786083915816424,0.8946295860401178,1.4908821091998326,-0.27479525787994646,0.6130958528832952
Grace College and Seminary,Yes,548,428,167,18,46,618,113,8958,3670,300,1000,53.0,59,15.3,26,9798,64,-1.0515674853900794,-1.069235531211476,-1.1440721299932306,-0.4199221856006509,-1.2749890055565722,-0.6561689886311979,-0.2553308075490714,-2.046926211268621,-0.38404127330500104,-1.2690079495985302,-1.3968339859427865,0.35585698539765914,3.295836866004329,0.38175669392250156,0.781021897810219,Medium,1,1,-1.0515674853900798,-0.4199221856006508,-0.656168988631198,-0.25533080754907184,-2.046926211268621,-0.38404127330499904,-1.2690079495985302,-1.3968339859427865,0.3558569853976594,0.4709871710129802,0.38175669392250494,0.23319078571800192,0.6130958528832952
Graceland College,Yes,555,414,242,14,41,996,2281,9100,3100,550,880,51.0,61,23.6,24,5609,47,-1.0386821716823997,-1.1055745475367993,-0.6933618909108576,-0.7707527080612918,-0.683714738867027,1.3256044353677663,-0.21693965544310542,0.12425506576926057,-0.643365921756246,-1.3662670254297997,-1.3027523462610369,2.2104494389644347,3.2188758248682006,-1.1895352884784323,0.745945945945946,Medium,1,1,-1.0386821716824002,-0.7707527080612917,1.325604435367766,-0.2169396554431059,0.1242550657692606,-0.6433659217562441,-1.3662670254297997,-1.3027523462610369,2.210449438964435,0.34535112178986943,-1.189535288478429,-0.005403116338916763,0.6130958528832952
Grand Valley State University,No,5165,3887,1561,20,60,8234,2619,6108,3800,500,1000,64.0,66,20.6,9,5063,57,1.0484862460050195,1.161478755053792,1.220598854593119,-0.2659654673280361,1.3061744201518262,1.4316526780991279,-1.128893661276343,-0.22842386689854197,-0.38404127330500104,-0.6683093636997438,-1.0448647336429244,1.5750414600373785,2.302585092994046,-1.5332322820391697,0.7525653436592449,Low,0,0,1.0484862460050195,-0.265965467328036,1.4316526780991277,-1.1288936612763434,-0.22842386689854194,-0.38404127330499904,-0.6683093636997438,-1.0448647336429244,1.5750414600373788,-1.1504595610307922,-1.5332322820391664,0.03962340028403732,-1.6310663255951814
Green Mountain College,Yes,780,628,198,7,20,545,42,11750,2700,400,850,77.0,83,14.0,24,6475,76,-0.697652291104569,-0.6563587654068787,-0.9339928219714014,-1.628780765874191,-1.4412315863161915,-1.1902292705164716,0.4368978959152568,-1.0374664620381557,-0.7133073594983343,0.18480253734956345,0.0931702615374012,0.0327714581047688,3.2188758248682006,-0.7386896435446417,0.8051282051282052,Medium,1,1,-0.6976522911045693,-1.628780765874191,-1.1902292705164719,0.43689789591525635,-1.0374664620381557,-0.7133073594983325,0.18480253734956345,0.09317026153740109,0.03277145810476906,0.34535112178986943,-0.7386896435446383,0.39716688961498364,0.6130958528832952
Greensboro College,Yes,608,494,176,10,31,649,314,8330,3770,550,1300,64.0,80,13.0,31,7949,39,-0.9464459549003817,-0.9135018527204745,-1.0787240373278568,-1.2063544244260114,-1.2114822409060224,-0.04704198091561937,-0.4300847735173843,0.12425506576926057,0.1559430194537629,-0.6683093636997438,-0.13862047133804148,-0.22378287640524416,3.4657359027997265,-0.15252899408481965,0.8125,Medium,1,1,-0.9464459549003821,-1.2063544244260114,-0.047041980915619494,-0.4300847735173847,0.1242550657692606,0.15594301945376499,-0.6683093636997438,-0.1386204713380416,-0.2237828764052439,0.7483410559744619,-0.15252899408481627,0.447311367815623,0.6130958528832952
Greenville College,Yes,510,387,194,20,46,771,53,10310,4530,400,800,57.0,61,14.3,16,8222,60,-1.1247496665877172,-1.179526253965561,-0.9588839412173978,-0.2659654673280361,-0.9932880122433339,-1.0693583210092592,0.09526715594221359,-1.0374664620381557,-0.835123048894733,-1.063443871848157,-1.3027523462610369,0.10833228473918503,2.833213344056216,-0.062112806939460426,0.7588235294117647,Medium,1,1,-1.1247496665877177,-0.265965467328036,-1.0693583210092594,0.09526715594221312,-1.0374664620381557,-0.8351230488947311,-1.063443871848157,-1.3027523462610369,0.10833228473918528,-0.28422859422641605,-0.06211280693945703,0.08219287820636251,0.6130958528832952
Grinnell College,Yes,2039,1389,432,56,91,1333,30,15688,4618,400,400,88.0,92,9.5,54,18979,83,0.2203349314044168,0.16391586396044638,-0.038706319780756254,1.479792076238102,-0.351766678775517,-1.36021775036312,1.2489074896148218,-1.0374664620381557,-2.1897242687337264,1.0275244055596622,0.8736625013025863,-1.1898130490517917,4.007333185232471,1.7226606982005181,0.6812162824914174,High,2,1,0.22033493140441657,1.479792076238102,-1.3602177503631203,1.2489074896148213,-1.0374664620381557,-2.1897242687337246,1.0275244055596622,0.8736625013025862,-1.1898130490517915,1.6324785602276457,1.7226606982005215,-0.4457077171152066,0.6130958528832952
Grove City College,Yes,2491,1110,573,57,88,2213,35,5224,3048,525,350,65.0,65,18.4,18,4957,100,0.40356404423174813,-0.06317384843853863,0.25987509854119023,1.5140251916296579,0.17766548798743229,-1.283040747143142,-1.45378343465555,-0.048422640127014555,-2.442791681304825,-0.6081876833560498,-1.0990862943084903,1.0858597394275726,2.9444389791664403,-1.6066468640836198,0.4456041750301084,Low,0,1,0.40356404423174796,1.5140251916296579,-1.2830407471431422,-1.4537834346555505,-0.04842264012701452,-2.4427916813048234,-0.6081876833560498,-1.0990862943084903,1.0858597394275729,-0.10265686440973162,-1.6066468640836165,-2.0483901563138627,0.6130958528832952
Guilford College,Yes,1202,1054,326,18,44,1410,299,13404,5160,450,1050,78.0,86,15.6,30,9114,65,-0.2764705679595218,-0.11611282352676613,-0.3494779047072408,-0.4199221856006509,-0.29019176737236335,-0.07764022680607473,0.7969035988093067,-0.6133100630418952,-0.2844160430451073,0.2568399159168297,0.3389408259481421,0.42887468209580437,3.4339872044851463,0.20368156325422493,0.8768718801996672,High,2,1,-0.2764705679595221,-0.4199221856006508,-0.07764022680607485,0.7969035988093063,-0.6133100630418952,-0.2844160430451053,0.2568399159168297,0.338940825948142,0.42887468209580465,0.6965124818629844,0.20368156325422831,0.8851822526603162,0.6130958528832952
Gustavus Adolphus College,Yes,1709,1385,634,36,72,2281,50,14125,3600,400,700,79.0,89,12.5,58,9907,80,0.05651113954258076,0.16101771385939703,0.3636999739644469,0.6737982758594397,0.2074617147866308,-1.0998962465708486,0.9447107804658469,-1.0374664620381557,-1.101513269226264,0.32979255441716077,0.5990025096854961,-0.3549362148576937,4.07753744390572,0.4083707678075087,0.8104154476301931,High,2,1,0.05651113954258053,0.6737982758594399,-1.0998962465708488,0.9447107804658464,-1.0374664620381557,-1.1015132692262621,0.32979255441716077,0.599002509685496,-0.35493621485769344,1.7470844123332991,0.4083707678075121,0.43313181009816554,0.6130958528832952
Gwynedd Mercy College,Yes,380,237,104,30,56,716,1108,11000,5550,500,500,36.0,41,7.8,22,7483,96,-1.4284598954309597,-1.7278849908246994,-1.7581361528875605,0.3669741501362814,-1.0860302693443087,0.7943954802261309,0.2626277184030993,-0.22842386689854197,-1.7612021643396472,-1.9780911423661112,-2.0303982916738934,-1.7089125071243796,3.1354942159291497,-0.3184737480607197,0.6236842105263158,Medium,1,1,-1.4284598954309602,0.3669741501362815,0.7943954802261308,0.26262771840309884,-0.22842386689854194,-1.7612021643396454,-1.9780911423661112,-2.0303982916738934,-1.7089125071243794,0.20923373342918825,-0.3184737480607163,-0.8370528072410319,0.6130958528832952
Hamilton College,Yes,3140,1783,454,40,82,1646,24,19700,5050,300,800,91.0,96,9.6,60,17761,91,0.612104603477994,0.4126492352473139,0.014743518209289196,0.8577720942126082,-0.12435462334149229,-1.469874656347725,1.947904018833254,-2.046926211268621,-0.835123048894733,1.2765519822358338,1.2631079470739583,-1.1604582056350563,4.110873864173311,1.6087544252456072,0.5678343949044586,High 2,3,1,0.6121046034779939,0.8577720942126084,-1.4698746563477252,1.9479040188332535,-2.046926211268621,-0.8351230488947311,1.2765519822358338,1.2631079470739583,-1.160458205635056,1.8015048837280827,1.6087544252456105,-1.2169548406895128,0.6130958528832952
Hamline University,Yes,1006,825,328,34,73,1362,102,13252,4194,450,550,89.0,93,13.0,33,10296,65,-0.4482136008944108,-0.3692457660590161,-0.3425825505959643,0.5760565206522865,-0.3280792383291269,-0.7138867596906092,0.7650805779475105,-0.6133100630418952,-1.5760014399966686,1.109620228012351,0.9685124280279964,-0.22378287640524416,3.5263605246161616,0.49978658724787806,0.820079522862823,High,2,1,-0.4482136008944111,0.5760565206522866,-0.7138867596906093,0.76508057794751,-0.6133100630418952,-1.5760014399966669,1.109620228012351,0.9685124280279963,-0.2237828764052439,0.8473085057155563,0.49978658724788144,0.4988688549101519,0.6130958528832952
Hampden - Sydney College,Yes,817,644,307,20,40,945,1,13218,4773,660,600,95.0,97,13.3,53,12263,69,-0.6518695494529116,-0.6296536671167665,-0.4175222563038341,-0.2659654673280361,-0.7458603388417171,-2.7954647679567564,0.7579295091171643,0.8110297824067062,-1.4057817650474291,1.6213716336014847,1.3646918631281069,-0.14603378484101692,3.9889840465642745,0.8916080342906401,0.7882496940024479,High,2,1,-0.651869549452912,-0.265965467328036,-2.7954647679567564,0.7579295091171638,0.8110297824067062,-1.4057817650474274,1.6213716336014847,1.3646918631281069,-0.14603378484101667,1.6025242709549525,0.8916080342906435,0.28235575502372584,0.6130958528832952
Hampton University,Yes,7178,3755,1433,25,63,4623,740,7161,3518,600,2000,60.0,64,14.0,9,6791,70,1.3283942528974622,1.1291425172370082,1.1442337412688204,0.07419384862799155,0.8499179063614787,0.5135328943720503,-0.7799678442385157,0.450010288926062,1.0656206545879023,-0.8996136288748151,-1.1519730239216481,0.0327714581047688,2.302585092994046,-0.5966466593046599,0.5231262190025077,Low,0,1,1.3283942528974622,0.07419384862799165,0.5135328943720502,-0.7799678442385162,0.45001028892606204,1.0656206545879046,-0.8996136288748151,-1.1519730239216481,0.03277145810476906,-1.1504595610307922,-0.5966466593046564,-1.5210691291219434,0.6130958528832952
Hanover College,Yes,1006,837,317,33,65,1024,15,8200,3485,500,1200,84.0,84,10.6,26,9248,64,-0.4482136008944108,-0.35420250623719834,-0.38112261490860133,0.5255753751737814,-0.6512211531400302,-1.6930830740303442,-0.4673322068480059,-0.22842386689854197,-0.009909663407681455,0.7082785056495632,0.17352500962299197,-0.8731797768392634,3.295836866004329,0.24016155568649003,0.8320079522862823,Medium,1,1,-0.4482136008944111,0.5255753751737815,-1.6930830740303444,-0.46733220684800636,-0.22842386689854194,-0.009909663407679407,0.7082785056495632,0.17352500962299186,-0.8731797768392632,0.4709871710129802,0.24016155568649342,0.5800085067310505,0.6130958528832952
Hardin-Simmons University,Yes,467,424,350,16,40,1365,334,6300,2980,700,2140,75.0,79,13.7,10,7054,38,-1.2149764526597209,-1.0794867828994044,-0.26979106783383405,-0.5871679226871698,-0.3256639165946554,-0.008231643139918183,-1.0624799300196837,1.036120392064417,1.2111484405762758,0.04347428240046014,-0.21283183845717074,-0.04342272256216631,2.3978952727983707,-0.4859767878418494,0.9079229122055674,Low,0,1,-1.2149764526597213,-0.5871679226871697,-0.008231643139918312,-1.062479930019684,1.036120392064417,1.211148440576278,0.04347428240046013,-0.21283183845717085,-0.043422722562166054,-0.9948692225349889,-0.485976787841846,1.0963978147596614,0.6130958528832952
Harding University,Yes,1721,1068,806,35,75,3128,213,5504,3528,700,910,71.0,77,17.7,37,6466,73,0.06304449540158949,-0.10260067370678293,0.6036888743802834,0.6254462220634173,0.506901467734098,-0.2856267902821583,-1.3472137766979253,1.036120392064417,-0.5755984836308746,-0.22819102460965637,-0.3567469657519844,0.9254960681010471,3.6375861597263857,-0.7428912975093902,0.620569436374201,Low,0,1,0.06304449540158927,0.6254462220634174,-0.2856267902821584,-1.3472137766979257,1.036120392064417,-0.5755984836308727,-0.22819102460965637,-0.3567469657519845,0.9254960681010473,1.0288802355322406,-0.7428912975093868,-0.8582401472697443,0.6130958528832952
Hartwick College,Yes,2083,1725,430,22,49,1464,67,17480,4780,500,700,75.0,87,12.3,32,11625,73,0.24000143301585042,0.37995864245898026,-0.043720528439541,-0.12305785184375591,-0.24940271909395967,-0.9447203576910573,1.5740987376614082,-0.22842386689854197,-1.101513269226264,0.04347428240046014,0.4240248994484804,-0.40796787821144803,3.4965075614664802,0.775778331532058,0.828132501200192,High 2,3,1,0.2400014330158502,-0.12305785184375581,-0.9447203576910574,1.5740987376614077,-0.22842386689854194,-1.1015132692262621,0.04347428240046013,0.42402489944848026,-0.40796787821144775,0.798574649047804,0.7757783315320614,0.5536468843739724,0.6130958528832952
Harvard University,Yes,13865,2165,1606,90,100,6862,320,18485,6410,500,1920,97.0,97,9.9,52,37219,100,1.868337392276893,0.6030208348376191,1.245744385056378,2.453520190826315,1.168254113728715,-0.0351703590971823,1.7469660189618288,-0.22842386689854197,0.9781680165114889,1.79925713694805,1.3646918631281069,-1.0731000870048981,3.970291913552122,2.6744920552597637,0.1561485755499459,High 2,3,1,1.868337392276893,2.453520190826315,-0.03517035909718243,1.7469660189618283,-0.22842386689854194,0.978168016511491,1.79925713694805,1.3646918631281069,-1.073100087004898,1.5720100561193466,2.6744920552597673,-4.017327199546059,0.6130958528832952
Harvey Mudd College,Yes,1377,572,178,95,100,654,5,17230,6690,700,900,100.0,100,8.2,46,21569,100,-0.146840405039284,-0.7559150312363965,-1.0647253565609218,2.572206618272609,-1.2015854700606647,-2.176109594191858,1.5300881433763724,1.036120392064417,-0.5979547424825227,2.0729267208974105,1.6797533027611797,-1.5831009213159983,3.8501476017100584,1.9311204841567857,0.4153957879448075,High 2,3,1,-0.14684040503928428,2.572206618272609,-2.176109594191858,1.530088143376372,1.036120392064417,-0.5979547424825208,2.0729267208974105,1.6797533027611797,-1.583100921315998,1.3758789168619239,1.931120484156789,-2.2538738728333017,0.6130958528832952
Hastings College,Yes,817,708,262,22,52,935,37,9376,3272,500,1902,57.0,63,13.0,17,7335,52,-0.6518695494529116,-0.5295063042420486,-0.6001722778951273,-0.12305785184375591,-0.7585252384825645,-1.2549296420695684,-0.1434308461177893,-0.22842386689854197,0.9580267843681954,-1.063443871848157,-1.2035376962767816,-0.22378287640524416,2.8903717578961645,-0.37455149991570935,0.8665850673194615,Medium,1,1,-0.651869549452912,-0.12305785184375581,-1.2549296420695686,-0.14343084611778978,-0.22842386689854194,0.9580267843681975,-1.063443871848157,-1.2035376962767816,-0.2237828764052439,-0.19091960062784105,-0.37455149991570597,0.8152092171653743,0.6130958528832952
Hendrix College,Yes,823,721,274,52,87,954,6,8800,3195,500,1200,82.0,99,13.1,26,8588,63,-0.6446555272846256,-0.5103499709691044,-0.5481146611237961,1.3381371610135828,-0.7346007143285659,-2.099532868384091,-0.29852030925590306,-0.22842386689854197,-0.009909663407681455,0.5541402640904666,1.5730036436391222,-0.19778961228228817,3.295836866004329,0.05208889498979851,0.8760631834750912,Medium,1,1,-0.6446555272846259,1.3381371610135828,-2.099532868384091,-0.2985203092559035,-0.22842386689854194,-0.009909663407679407,0.5541402640904666,1.5730036436391222,-0.19778961228228792,0.4709871710129802,0.052088894989801904,0.8796813297532523,0.6130958528832952
Hillsdale College,Yes,920,745,347,35,66,1133,42,11090,4700,400,750,80.0,80,12.0,31,12639,79,-0.5352870511682422,-0.4759364608241549,-0.2794015682707058,0.6254462220634173,-0.5343206149695388,-1.1902292705164716,0.2839441609906343,-1.0374664620381557,-0.9642037997398595,0.4036602751791863,-0.13862047133804148,-0.4881495639928844,3.4657359027997265,0.9556135610996126,0.8097826086956522,Medium,1,1,-0.5352870511682425,0.6254462220634174,-1.1902292705164719,0.28394416099063385,-1.0374664620381557,-0.9642037997398576,0.4036602751791863,-0.1386204713380416,-0.4881495639928841,0.7483410559744619,0.955613561099616,0.42882710836548205,0.6130958528832952
Hiram College,Yes,922,729,244,37,66,1000,275,14067,4560,400,1000,75.0,95,10.6,34,12165,79,-0.5331643440999349,-0.4987443034800527,-0.6836499103864981,0.7211624200833137,-0.6790051247663749,-0.12960234855806538,0.9330063946165454,-1.0374664620381557,-0.38404127330500104,0.04347428240046014,1.1632240797157132,-0.8731797768392634,3.5553480614894135,0.8744265005744978,0.7906724511930586,High,2,1,-0.5331643440999352,0.7211624200833138,-0.12960234855806552,0.933006394616545,-1.0374664620381557,-0.38404127330499904,0.04347428240046013,1.1632240797157132,-0.8731797768392632,0.8946295860401178,0.8744265005745012,0.29883585210223296,0.6130958528832952
Hobart and William Smith Colleges,Yes,2688,2081,500,25,53,1792,5,19029,5841,600,600,99.0,99,12.1,37,13040,79,0.4725102165327688,0.5644239611381601,0.11743654925782207,0.07419384862799155,-0.035638676729004455,-2.176109594191858,1.8379734230935156,0.450010288926062,-1.4057817650474291,1.980791538672544,1.5730036436391222,-0.46133648899060975,3.6375861597263857,1.0207176349109968,0.7741815476190477,High 2,3,1,0.47251021653276865,0.07419384862799165,-2.176109594191858,1.8379734230935152,0.45001028892606204,-1.4057817650474274,1.980791538672544,1.5730036436391222,-0.4613364889906095,1.0288802355322406,1.020717634911,0.18666130449785803,0.6130958528832952
Hofstra University,Yes,7428,5860,1349,25,63,6534,1350,11600,5920,1000,1000,81.0,90,13.9,10,10093,60,1.3571233165932965,1.5397526231828287,1.0897089760062757,0.07419384862799155,1.1302489373169244,0.9359836543919683,0.40264101063331637,2.437506398173015,-0.38404127330500104,0.4784429028004287,0.6889187505729792,0.007444705863380859,2.3978952727983707,0.45275872255867317,0.7889068389876144,Medium,1,1,1.3571233165932965,0.07419384862799165,0.9359836543919682,0.4026410106333159,2.437506398173015,-0.38404127330499904,0.4784429028004287,0.6889187505729791,0.007444705863381116,-0.9948692225349889,0.45275872255867655,0.2868257915557265,0.6130958528832952
Hollins College,Yes,602,498,215,26,58,795,74,13470,5515,500,850,78.0,91,11.1,48,13957,72,-0.956445308201077,-0.9047908920801377,-0.8343206642124917,0.13602341304359422,-0.9553108494724034,-0.8910034287473528,0.810647725761411,-0.22842386689854197,-0.7133073594983343,0.2568399159168297,0.7804683371675396,-0.7335168472284893,3.8918202981106265,1.1586232370379375,0.8272425249169435,High,2,1,-0.9564453082010773,0.13602341304359433,-0.8910034287473529,0.8106477257614105,-0.22842386689854194,-0.7133073594983325,0.2568399159168297,0.7804683371675395,-0.7335168472284891,1.443908050290366,1.1586232370379408,0.5475930810451266,0.6130958528832952
Hood College,Yes,699,565,176,36,64,710,399,13960,6040,450,690,82.0,88,14.4,34,12434,72,-0.8065895948681052,-0.7690884922211747,-1.0787240373278568,0.6737982758594397,-1.0966707061512706,0.10486542180485144,0.9113304014232154,-0.6133100630418952,-1.130061441188827,0.5541402640904666,0.5107083351693819,0.13338168663923877,3.5553480614894135,0.9210867735100308,0.8082975679542204,High,2,1,-0.8065895948681056,0.6737982758594399,0.10486542180485131,0.911330401423215,-0.6133100630418952,-1.1300614411888252,0.5541402640904666,0.5107083351693817,0.13338168663923902,0.8946295860401178,0.9210867735100342,0.41872555312949644,0.6130958528832952
Hope College,Yes,1712,1483,624,37,69,2505,208,12275,4341,465,1100,72.0,81,12.5,40,9284,72,0.05814908572224455,0.22956422915443,0.34748976515004104,0.7211624200833137,0.2984497514544178,-0.2999345972232123,0.5545837380034466,-0.49408425525866007,-0.1890906028016409,-0.16164907153602945,-0.06289081824039729,-0.3549362148576937,3.713572066704308,0.24982359109445276,0.8662383177570093,High,2,1,0.05814908572224432,0.7211624200833138,-0.2999345972232124,0.5545837380034462,-0.49408425525866,-0.18909060280163886,-0.16164907153602945,-0.0628908182403974,-0.35493621485769344,1.1529244143584472,0.24982359109445615,0.8128505546987895,0.6130958528832952
Houghton College,Yes,949,786,302,30,70,1210,26,9990,3550,500,1500,85.0,90,15.0,24,8187,67,-0.5049822681508309,-0.41980454158021896,-0.4362387166903581,0.3669741501362814,-0.45970351125658165,-1.4308179776942969,0.01514799805860137,-0.22842386689854197,0.45491530270202957,0.7867190501158293,0.6889187505729792,0.282279461657542,3.2188758248682006,-0.07344438771333746,0.8282402528977871,Medium,1,1,-0.5049822681508312,0.3669741501362815,-1.430817977694297,0.015147998058600903,-0.22842386689854194,0.4549153027020317,0.7867190501158293,0.6889187505729791,0.28227946165754225,0.34535112178986943,-0.07344438771333407,0.5543798337770838,0.6130958528832952
Huntingdon College,Yes,608,520,127,26,47,538,126,8080,3920,500,1100,63.0,72,11.4,9,7703,44,-0.9464459549003817,-0.8581811998347686,-1.4936264435592836,0.13602341304359422,-1.4585877170900643,-0.5941557433053489,-0.5020601557065855,-0.22842386689854197,-0.1890906028016409,-0.7275130205821262,-0.6907977722592065,-0.6508950575092252,2.302585092994046,-0.23820262269972592,0.8552631578947368,Medium,1,1,-0.9464459549003821,0.13602341304359433,-0.594155743305349,-0.5020601557065859,-0.22842386689854194,-0.18909060280163886,-0.7275130205821262,-0.6907977722592066,-0.6508950575092249,-1.1504595610307922,-0.23820262269972253,0.7381952402152139,0.6130958528832952
Huntington College,Yes,450,430,125,20,46,488,43,9950,3920,300,1300,76.0,76,11.8,25,9466,47,-1.2531368629740698,-1.0641482866564373,-1.514345529961679,-0.2659654673280361,-1.591138393749993,-1.178128699590605,0.0050152026740640804,-2.046926211268621,0.1559430194537629,0.11368059871460601,-0.4264744945937568,-0.5420382510475145,3.258096538021482,0.29780065073211665,0.9555555555555556,Medium,1,1,-1.2531368629740702,-0.265965467328036,-1.1781286995906053,0.005015202674063614,-2.046926211268621,0.15594301945376499,0.113680598714606,-0.4264744945937569,-0.5420382510475142,0.4093774833820336,0.29780065073212003,1.4204049375352803,0.6130958528832952
Huron University,Yes,600,197,124,3,9,392,69,7260,3090,600,1840,31.0,35,12.9,4,9249,21,-0.9598022236186363,-1.939552299071843,-1.5248489902006777,-2.4898468540270966,-1.8992845198622652,-0.928875264119128,-0.7489431958593302,0.450010288926062,0.8872738121089034,-2.135785461028297,-2.1651908454935227,-0.24985413726745317,1.6094379124341003,0.2404307281719572,0.3283333333333333,Medium,1,1,-0.9598022236186367,-2.4898468540270966,-0.9288752641191281,-0.7489431958593307,0.45001028892606204,0.8872738121089055,-2.135785461028297,-2.1651908454935227,-0.24985413726745292,-2.281996660972765,0.2404307281719606,-2.8460907526142067,0.6130958528832952
Husson College,Yes,723,652,361,10,30,951,706,7800,4000,350,1500,36.0,44,22.0,4,4923,84,-0.7729545940298735,-0.6165661516981148,-0.2353486594015338,-1.2063544244260114,-0.7383394954934951,0.4815293362545929,-0.5844302649588907,-1.5106521568656046,0.45491530270202957,-1.9780911423661112,-1.9496704769084046,1.8757583894788763,1.6094379124341003,-1.6307097165926148,0.9017980636237898,Medium,1,1,-0.7729545940298739,-1.2063544244260114,0.48152933625459277,-0.5844302649588912,-1.5106521568656046,0.4549153027020317,-1.9780911423661112,-1.9496704769084046,1.8757583894788765,-2.281996660972765,-1.6307097165926114,1.0547353239372073,0.6130958528832952
Illinois Benedictine College,Yes,607,558,269,22,47,1222,519,10500,4348,650,1500,81.0,91,11.6,29,8324,75,-0.9481051363830522,-0.7824377906515513,-0.569479391683056,-0.12305785184375591,-0.4485963995738795,0.2757859743782396,0.1420677932258447,0.7529019484450437,0.45491530270202957,0.4784429028004287,0.7804683371675396,-0.5962838885447581,3.4011973816621555,-0.029509196159583823,0.9192751235584844,Medium,1,1,-0.9481051363830525,-0.12305785184375581,0.2757859743782395,0.14206779322584423,0.7529019484450437,0.4549153027020317,0.4784429028004287,0.7804683371675395,-0.5962838885447579,0.6429843105520007,-0.029509196159580434,1.1736179117123589,0.6130958528832952
Illinois College,Yes,894,787,262,28,63,909,28,8050,3850,600,1000,75.0,75,15.6,30,7348,52,-0.5633419711080361,-0.41847490638772883,-0.6001722778951273,0.25456596475215887,-0.7922412380710037,-1.3943807068374012,-0.5107949880064011,0.450010288926062,-0.38404127330500104,0.04347428240046014,-0.4947312768374728,0.42887468209580437,3.4339872044851463,-0.36955608544513735,0.8803131991051454,Medium,1,1,-0.5633419711080364,0.254565964752159,-1.3943807068374015,-0.5107949880064016,0.45001028892606204,-0.38404127330499904,0.04347428240046013,-0.4947312768374729,0.42887468209580465,0.6965124818629844,-0.36955608544513396,0.9085908178521449,0.6130958528832952
